accno,description,charttype,category,link,taxkey,datevautomatik
6070,Krankengeldzuschüsse,A,E,,0,f
6071,"Sachzuwendungen und Dienstleistungen an Minijobber",A,E,,0,f
6072,"Sachzuwendungen und Dienstleistungen an Arbeitnehmer",A,E,,0,f
6073,"Sachzuwendungen und Dienstleistungen an GesellschafterGeschäftsführer",A,E,,0,f
6074,"Sachzuwendungen und Dienstleistungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6075,"Zuschüsse der Agenturen für Arbeit (Haben)",A,E,,0,f
6076,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen",A,E,,0,f
6077,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Gesellschafter-Geschäftsführer",A,E,,0,f
6078,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6079,"Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Minijobber",A,E,,0,f
6080,"Vermögenswirksame Leistungen",A,E,,0,f
6090,Fahrtkostenerst.Wohnung/Arbeitsstät,A,E,,0,f
6100,"Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung",A,E,,0,f
6110,"Gesetzlich soziale Aufwendungen",A,E,,0,f
6118,"Gesetzliche soziale Aufwendungen für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6120,"Beiträge zur Berufsgenossenschaft",A,E,,0,f
6130,"Freiwillig soziale Aufwendungen lohnsteuerfrei",A,E,,0,f
6140,"Aufwendungen für Altersversorgung",A,E,,0,f
6147,"Pauschale Lohnsteuer auf sonst.Bezüge(z.B.Direktversicherung",A,E,,0,f
6148,"Aufwendungen für Altersversorgung für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6149,"Aufwendungen für Altersversorgung für GesellschafterGeschäftsführer",A,E,,0,f
6150,Versorgungskassen,A,E,,0,f
6160,"Aufwendungen für Unterstützung",A,E,,0,f
6170,"Sonstige soziale Abgaben",A,E,,0,f
6171,"Soziale Abgaben für Minijobber Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen",A,E,,0,f
6200,"Abschreibungen a.immat.Vermögensgeg",A,E,,0,f
6201,"Abschreibungen auf selbst geschaffene immaterielle Vermögensgegenstände",A,E,,0,f
6205,"Abschreibung auf Gesch.- o. Firmenwert",A,E,,0,f
6209,"Außerplanmäßige Abschreibungen auf den Geschäfts- oder Firmenwert",A,E,,0,f
6210,"Außerplan.AfA a.immat.Vermögensgeg.",A,E,,0,f
6211,"Außerplanmäßige Abschreibungen auf selbst geschaffene immaterielle Vermögensgegenstände",A,E,,0,f
6220,"Abschreibungen auf Sachanlagen (o.Kfz u.Geb.)",A,E,,0,f
6221,"Abschreibung auf Gebäude",A,E,,0,f
6222,"Abschreibungen auf Kfz",A,E,,0,f
6223,"Abschreibungen auf Gebäudeteil des häuslichen Arbeitszimmers",A,E,,0,f
6230,"Außerplanmäßig Abschr.a.Sachanlagen",A,E,,0,f
6231,"Absetzung f.außergew.techn.u.wirtschaftl.AfA bei Gebäuden",A,E,,0,f
6232,"Absetzung f.außergew.techn.u.wirtschaftl.AfA des Kfz",A,E,,0,f
6233,"Absetzung f.außergew.techn.u.wirtschaftl.AfA sonst.WG",A,E,,0,f
6240,Abschr.a.Sachanl.aufgr.steuerl.Sondervorschriften,A,E,,0,f
6241,"Sonderabschreibung nach §7g(1)u.(2)EStG (ohne Kfz)",A,E,,0,f
6242,"Sonderabschreibung n.§7g(1)u.(2)EStG (für Kfz)",A,E,,0,f
6243,"Kürzung der Anschaffungs- oder Herstellungskosten nach § 7g Abs. 2 EStG (ohne Fahrzeuge)",A,E,,0,f
6244,"Kürzung der Anschaffungs- oder Herstellungskosten nach § 7g Abs. 2 EStG (für Fahrzeuge)",A,E,,0,f
6245,"Sonderabschreibungen nach § 7b EStG (Mietwohnungsneubau)",A,E,,0,f
6249,"Abzugsbetrag nach § 6b EStG",A,E,,0,f
6250,Kaufleasing,A,E,AP_amount,0,f
6260,"Sofortabschreibung GWG",A,E,AP_amount,0,f
6262,"Abschreibungen auf aktivierte GWG",A,E,,0,f
6264,"Abschreibungen auf den Sammelposten Wirtschaftsgüter",A,E,,0,f
6266,"Außerplanmäßige Abschreibungen auf aktivierte, geringwertige Wirtschaftsgüter Abschreibungen auf Vermögensgegenstände des Umlaufvermögens, soweit diese die in der Kapitalgesellschaft üblichen Abschreibungen überschreiten",A,E,,0,f
6270,"Abschreibungen auf Finanzanlagen (unübl. hoch)",A,E,,0,f
6272,"Abschreibungen auf Umlaufvermögen, steuerrechtlich bedingt (soweit unüblich hoch)",A,E,,0,f
6275,"Abschr.a.Wertp.d.Umlaufvermögens (unübl. hoch)",A,E,,0,f
6278,"Abschreibungen auf Roh-, Hilfs- und Betriebsstoffe/Waren (soweit unüblich hoch)",A,E,,0,f
6279,"Abschreibungen auf fertige und unfertige Erzeugnisse (soweit unüblich hoch)",A,E,,0,f
6280,"Forderungsverlust (unübl. hoch)",A,E,,0,f
6281,"Forderungsverluste 7% USt (unübl. hoch)",A,E,,2,t
6285,"Forderungsverluste 16%/19% USt (unübl. hoch)",A,E,,5,t
6286,"Forderungsverluste 19% USt (unübl. hoch)",A,E,,3,t
6287,"Forderungsverluste 15% USt (unübl. hoch)",A,E,,3,t
6290,"Abschreibungen auf Forderungen gegenüber Kapitalgesellschaften, an denen eine Beteiligung besteht (soweit unüblich hoch), § 3c EStG bzw. § 8b Abs. 3 KStG",A,E,,0,f
6291,"Abschreibungen auf Forderungen gegenüber Gesellschaftern und nahe stehende Personen (soweit unüblich hoch), § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG9)",A,E,,0,f
6300,"Sonstige betriebliche Aufwendungen",A,E,AP_amount,9,f
6302,"Interimskonto für Aufwendungen in einem anderen Land, bei denen eine Vorsteuervergütung möglich ist",A,E,,0,f
6303,Fremdleistungen,A,E,AP_amount,0,f
6304,"Sons.Aufw.betriebl. und regelmäßig",A,E,AP_amount,9,f
6305,Raumkosten,A,E,AP_amount,9,f
6310,"Miete (unbewegl. WG)",A,E,AP_amount,9,f
6312,"Miete/Aufwendungen für doppelte Haushaltsführung Unternehmer",A,E,,0,f
6313,"Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter",A,E,,0,f
6314,"Vergütungen an Mitunternehmer für die mietweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6315,"Pacht (unbewegl. WG)",A,E,AP_amount,0,f
6316,"Leasing (unbewegliche Wirtschaftsgüter)",A,E,,0,f
6317,"Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind",A,E,,0,f
6318,"Miet- und Pachtnebenkosten, die gewerbesteuerlich nicht hinzuzurechnen sind",A,E,,0,f
6319,"Vergütungen an Mitunternehmer für die pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6320,Heizung,A,E,AP_amount,9,f
6325,"Gas,Strom, Wasser",A,E,AP_amount,9,f
6330,Reinigung,A,E,AP_amount,9,f
6335,"Instandhaltung betrieb.Räume",A,E,AP_amount,9,f
6340,"Abgaben für betrieblich genutzten Grundbesitz",A,E,,0,f
6345,"Sonstige Raumkosten",A,E,AP_amount,9,f
6347,"Tagespauschale für die Tätigkeit in der häuslichen Wohnung",A,E,,0,f
6348,"Aufwend.f.ein häusliches Arbeitszimmer(abziehb.Anteil)",A,E,,0,f
6349,"Aufwend.f.ein häusliches Arbeitszimmer(nicht abziehb.Anteil)",A,E,,0,f
6350,Grundstücksaufwendungen,A,E,,9,f
6352,"Sonstige Grundstücksaufwendungen (neutral)",A,E,,0,f
6390,"Zuwend.,Spenden,steuerlich n.abziehbar",A,E,,0,f
6391,"Zuwendungen, Spenden für wissenschaftliche und kulturelle Zwecke",A,E,,0,f
6392,"Zuwendungen, Spenden für mildtätige Zwecke",A,E,,0,f
6393,"Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke",A,E,,0,f
6394,"Zuwendungen, Spenden an politische Parteien",A,E,,0,f
6395,"Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für gemeinnützige Zwecke",A,E,,0,f
6397,"Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für kirchliche, religiöse und gemeinnützige Zwecke",A,E,,0,f
6398,"Zuwendungen, Spenden an Stiftungen in das zu erhaltende Vermögen (Vermögensstock) für wissenschaftliche, mildtätige, kulturelle Zwecke",A,E,,0,f
6400,Versicherungen,A,E,AP_amount,0,f
6405,"Versicherungen für Gebäude",A,E,,0,f
6410,"Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen",A,E,,0,f
6420,Beiträge,A,E,AP_amount,0,f
6430,"Sonstige Abgaben",A,E,AP_amount,0,f
6436,Steuerl.abzugs.Verspätungszuschl.u.Zwangsgelder,A,E,,0,f
6437,"Steuerl.n.abzugsf.Verspätungszuschläge u.Zwangsgelder",A,E,,0,f
6440,"Ausgleichsabgabe i.S.d.Schwerbehinterdengesetzes",A,E,,0,f
6450,"Reparaturen und Instandhaltung von Bauten",A,E,,0,f
6460,"Rep.u.Instandhaltungen v.techn.Anlagen u.Maschinen",A,E,AP_amount,9,f
6470,"Rep u. Instandh. v. Betr.- u. Geschäftsausstattung",A,E,AP_amount,9,f
6475,"Zuführung zu Aufwandsrückstellungen",A,E,,0,f
6485,"Reparaturen und Instandhaltung von anderen Anlagen",A,E,,0,f
6490,"Sonstige Reparaturen u.Instandhalt.",A,E,AP_amount,9,f
6495,"Wartungskosten für Hard-u.Software",A,E,AP_amount:IC_expense,9,f
6498,Mietleasing,A,E,AP_amount,0,f
6500,Fahrzeugkosten,A,E,AP_amount,0,f
6520,Kfz-Versicherungen,A,E,AP_amount,0,f
6530,"Laufende Kfz-Betriebskosten",A,E,AP_amount,9,f
6540,Kfz-Reparaturen,A,E,AP_amount,9,f
6550,Garagenmiete,A,E,AP_amount,0,f
6560,"Mietleasing Kfz",A,E,AP_amount,0,f
6565,"Mietleasingaufwendungen für Elektrofahrzeuge und Fahrräder, die gewerbesteuerlich hinzuzurechnen sind",A,E,,0,f
6570,"Sonstige Kfz-Kosten",A,E,AP_amount,9,f
6580,Mautgebühren,A,E,,0,f
6590,"Fahrzeugkosten f.Kfz,die nicht zum BV gehören",A,E,,0,f
6595,Fremdfahrzeuge,A,E,AP_amount,0,f
6600,Werbekosten,A,E,AP_amount,9,f
6605,Streuartikel,A,E,,0,f
6610,"Geschenke bis 35 EUR abzugsfähig",A,E,AP_amount,0,f
6611,"Geschenke abzugsfähig mit § 37b EStG",A,E,,0,f
6612,"Pauschale Steuer für Geschenke und Zuwendungen abzugsfähig",A,E,,0,f
6620,"Geschenke über 35EUR nicht abzugsf.",A,E,AP_amount,0,f
6621,"Geschenke nicht abzugsfähig mit § 37b EStG",A,E,,0,f
6622,"Pauschale Steuer für Geschenke und Zuwendungen nicht abzugsfähig",A,E,,0,f
6625,"Geschenke ausschließl.betrieb.genut",A,E,AP_amount,9,f
6629,"Zugaben mit § 37b EStG",A,E,,0,f
6630,Repräsentationskosten,A,E,AP_amount,9,f
6640,Bewirtungskosten,A,E,AP_amount,9,f
6641,"Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil)",A,E,,0,f
6642,"Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil)",A,E,,0,f
6643,Aufmerksamkeiten,A,E,AP_amount,9,f
6644,"Nicht abzugsfähige Bewirtungskosten",A,E,AP_amount,0,f
6645,"Nicht abzugsf.Betriebsausg.a.Werbe-Repräsentatisonk.etc.",A,E,AP_amount,9,f
6650,"Reisekosten Arbeitnehmer",A,E,AP_amount,9,f
6660,"Reisekosten Arbeitn.Übernachtungsaufwand",A,E,AP_amount,0,f
6663,"Reisekosten Arbeitnehmer, Reisekosten",A,E,AP_amount,8,f
6664,"Reisekosten Arbeitn.Verpflegungmehr",A,E,AP_amount,0,f
6668,"Kilometerentgelderstattung Arbeitnehmer",A,E,AP_amount,0,f
6670,"Reisekosten Unternehmer",A,E,AP_amount,9,f
6672,"Reisekosten Unternehmer (nicht abziehbarer Anteil)",A,E,,0,f
6673,"Reisekosten Unternehmer, Reisekosten",A,E,AP_amount,8,f
6674,"Reisekosten Untern.Verpflegungsmehr",A,E,AP_amount,0,f
6680,"Reisekosten Untern.Übernachtungsauf",A,E,AP_amount,0,f
6688,"Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (abziehbarer Anteil) - Fahrzeuge im Betriebsvermögen",A,E,,0,f
6689,"Fahrten zw.Wohn.und Arbeitsstätte (nicht abziehb.Teil)",A,E,,0,f
6690,"Fahrten zw.Wohn.-und Arbeitsstätte (Haben)",A,E,,0,f
6691,"Verpflegungsmehraufwendungen im Rahmen der doppelten Haushaltsführung Unternehmer",A,E,,0,f
6700,"Kosten der Warenabgabe",A,E,AP_amount:IC_cogs,0,f
6710,Verpackungsmaterial,A,E,AP_amount:IC_cogs,0,f
6740,Ausgangsfracht,A,E,AP_amount:IC_cogs,0,f
6760,Transportversicherung,A,E,AP_amount:IC_cogs:IC_expense,0,f
6770,Verkaufsprovision,A,E,AP_amount:IC_expense,0,f
6780,"Fremdarbeiten (Vertrieb)",A,E,AP_amount:IC_expense,0,f
6790,"Aufwand für Gewährleistungen",A,E,AP_amount:IC_expense,0,f
6800,Porto,A,E,AP_amount,0,f
6805,Telefon,A,E,AP_amount,9,f
6810,"Telefax und Internet",A,E,AP_amount,9,f
6815,Bürobedarf,A,E,AP_amount,9,f
6820,"Zeitschriften, Bücher",A,E,AP_amount,8,f
6821,Fortbildungskosten,A,E,AP_amount,9,f
6822,"Freiwillige Sozialleistungen",A,E,AP_amount,0,f
6823,"Sonstige Vergütungen an Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6824,"Haftungsvergütung an Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6825,"Rechts- und Beratungskosten",A,E,AP_amount,9,f
6827,"Abschluß- und Prüfungskosten",A,E,AP_amount,9,f
6830,Buchführungskosten,A,E,AP_amount,9,f
6833,"Vergütungen an Gesellschafter für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter",A,E,,0,f
6834,"Vergütungen an Mitunternehmer für die miet- oder pachtweise Überlassung ihrer beweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6835,"Mieten für Einrichtungen",A,E,AP_amount,9,f
6836,"Pacht (bewegliche Wirtschaftsgüter)",A,E,,0,f
6837,"Aufwendungen für die zeitlich befristete Überlassung von Rechten (Lizenzen, Konzessionen)",A,E,,0,f
6838,"Aufwendungen für gemietete oder gepachtete bewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind",A,E,,0,f
6840,"Mietleasing (bewegl. WG)",A,E,AP_amount,9,f
6845,"Werkzeuge und Kleingeräte",A,E,AP_amount,9,f
6850,Betriebsbedarf,A,E,AP_amount,9,f
6854,"Genossenschaftliche Rückvergütung an Mitglieder",A,E,,0,f
6855,"Nebenkosten des Geldverkehrs",A,E,,0,f
6856,"Aufwendungen aus Anteilen an Kapitalgesellschaften §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und 4 KStG9)16)",A,E,,0,f
6857,"Veräußerungskosten § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn)",A,E,,0,f
6858,"Veräußerungskosten § 3 Nr. 40 EStG bzw. § 8b Abs. 2 i. V. m. § 8b Abs. 3 S. 3 KStG (bei Buchverlust)",A,E,,0,f
6859,Aufwend.f.Abraum-u.Abfallbeseitigung,A,E,AP_amount,9,f
6860,"Nicht abziehbare Vorsteuer",A,E,,0,f
6865,"Nicht abziehbare Vorsteuer 7%",A,E,AP_paid,0,f
6870,"Nicht abziehbare Vorsteuer 19%",A,E,AP_paid,0,f
6871,"Nicht abziehbare Vorsteuer 19 %",A,E,AP_amount,9,t
6875,"Nicht abziehbare Hälfte der Aufsichtsratsvergütungen",A,E,,0,f
6876,"Abziehbare Aufsichtsratsvergütungen",A,E,,0,f
6879,Verwahrentgelt,A,E,,0,f
6880,"Aufwendungen aus Kursdifferenzen",A,E,AR_paid:AP_paid,0,f
6881,"Aufwendungen aus der Währungsumrechnung (nicht § 256a HGB)",A,E,,0,f
6883,"Aufwendungen aus Bewertung Finanzmittelfonds",A,E,,0,f
6884,"Erlöse a.Verk.Sachanlagen steuerfrei§4Nr.1aUStG(b.Buchverlust)",A,E,,0,t
6885,"Erlöse aus Verk. Sachanl.verm. 19% USt (bei Buchverlust)",A,E,,0,t
6888,"Erlöse a.Verk.Sachanlagen steuerfrei§4Nr.1bUStG(b.Buchverlust)",A,E,,0,t
6889,"Erlöse aus Verkäufen Sachanlagevermögen (bei Buchverlust)",A,E,,0,f
6890,"Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchverlust)",A,E,,0,f
6891,"Erlöse aus Verkäufen Finanzanlagen (bei Buchverlust)",A,E,,0,f
6892,"Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (bei Buchverlust)9)",A,E,,0,f
6895,"Abgänge Sachanlagen Restbuchwert",A,E,,0,f
6896,"Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchverlust)",A,E,,0,f
6897,"Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchverlust)",A,E,,0,f
6898,"Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (Restbuchwert bei Buchverlust)9)",A,E,,0,f
6900,"Verluste aus Anlagenabgang",A,E,,0,f
6904,"Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (Buchwert bei Buchverlust)9)",A,E,,0,f
6905,"Verluste aus dem Abgang von Gegenständen des Umlaufvermögens außer Vorräte",A,E,,0,f
6906,"Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG9)",A,E,,0,f
6907,"Abgang von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EstG",A,E,,0,f
6908,"Abgang von Wirtschaftsgütern des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG nach § 4 Abs. 3 S. 4 EStG9)",A,E,,0,f
6910,"Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens (übliche Höhe)",A,E,,0,f
6912,"Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere des Umlaufvermögens, steuerrechtlich bedingt (übliche Höhe)",A,E,,0,f
6918,"Aufwendungen aus dem Erwerb eigener Anteile",A,E,,0,f
6920,"Einstellung in die Pauschalwertberichtigung auf Forderungen",A,E,,0,f
6922,"Einstellungen in die steuerliche Rücklage nach § 6b Abs. 3 EStG",A,E,,0,f
6923,"Einstellung in die Einzelwertberichtigung auf Forderungen",A,E,,0,f
6924,"Einstellungen in die steuerliche Rücklage nach § 6b Abs. 10 EStG",A,E,,0,f
6926,"Einstellungen in SoPo m.Rücklageanteil (Ansparabschreibung)",A,E,,0,f
6927,"Einstellungen in sonstige steuerliche Rücklagen",A,E,,0,f
6928,"Einstellungen in die Rücklage für Ersatzbeschaffung nach R 6.6 EStR",A,E,,0,f
6929,"Einstellungen in die steuerliche Rücklage nach § 4g EStG",A,E,,0,f
6930,"Forderungsverluste (übliche Höhe)",A,E,,0,f
6931,"Forderungsverluste 7 % USt (übliche Höhe)",A,E,AR_amount,2,t
6932,"Forderungsverluste aus steuerfreien EU-Lieferungen (übliche Höhe)",A,E,,0,f
6933,"Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt (übliche Höhe)",A,E,AR_amount,2,t
6936,"Forderungsverluste 19 % USt (übliche Höhe)",A,E,AR_amount,3,t
6938,"Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt (übliche Höhe)",A,E,AR_amount,3,t
6960,"Periodenfremde Aufwend.(soweit n.außerordentlich",A,E,,0,f
6967,"Sonst. Aufwendungen betriebsfremd, regelmäßig",A,E,,0,f
6968,"Sonstige nicht abziehbare Aufwendungen Kalkulatorische Kosten",A,E,,0,f
6970,"Kalkulatorischer Unternehmerlohn",A,E,,0,f
6972,"Kalkulatorische Miete/Pacht",A,E,,0,f
6974,"Kalkulatorische Zinsen",A,E,,0,f
6976,"Kalkulatorische Aschreibungen",A,E,,0,f
6978,"Kalkulatorische Wagnisse",A,E,,0,f
6979,"Kalkulatorischer Lohn f.unentgeltl.Mitarbeiter",A,E,,0,f
6980,"Verrechneter kalkulatorischer Unternehmerlohn",A,E,,0,f
6982,"Verrechnete kalkulatorische Miete/Pacht",A,E,,0,f
6984,"Verrechnete kalkulatorische Zinsen",A,E,,0,f
6986,"Verrechnete kalkulatorische Abschreibungen",A,E,,0,f
6988,"Verrechnete kalkulatorische Wagnisse",A,E,,0,f
6989,"Verrechneter kalkulatorischer Lohn für unentgeltliche Mitarbeiter Kosten bei Anwendung des Umsatzkostenverfahrens",A,E,,0,f
6990,Herstellungskosten,A,E,,0,f
6992,Verwaltungskosten,A,E,,0,f
6994,Vertriebskosten,A,E,,0,f
6999,"Gegenkonto 6990-6998",A,E,,0,f
7000,"Erträge aus Beteiligungen",A,I,,0,f
7002,"Erträge aus typisch stillen Beteiligungen",A,I,,0,f
7003,"Erträge aus atypisch stillen Beteiligungen23)",A,I,,0,f
7004,"Erträge aus Beteiligungen an Personengesellschaften (verbundene Unternehmen), § 9 GewStG bzw. § 18 EStG23)",A,I,,0,f
7005,"Erträge aus Anteilen an Kapitalgesellschaften (Beteiligung) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG9)",A,I,,0,f
7006,"Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG9)",A,I,,0,f
7008,"Gewinnanteile aus gewerblichen und selbständigen Mitunternehmerschaften, § 9 GewStG bzw. § 18 EStG23)",A,I,,0,f
7009,"Erträge aus Beteiligungen an verbundenen Unternehmen Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens",A,I,,0,f
7010,"Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens",A,I,,0,f
7011,"Erträge aus Ausleihungen des Finanzanlagevermögens",A,I,,0,f
7012,"Erträge aus Ausleihungen des Finanzanlagevermögens an verbundenen Unternehmen",A,I,,0,f
7013,"Erträge aus Anteilen an Personengesellschaften (Finanzanlagevermögen)",A,I,,0,f
7014,"Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG9)",A,I,,0,f
7015,"Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG9)",A,I,,0,f
7016,"Erträge aus Anteilen an Personengesellschaften (verbundene Unternehmen)",A,I,,0,f
7017,"Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Kapitalgesellschaften (verbundene Unternehmen)",A,I,,0,f
7018,"Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Personengesellschaften (verbundene Unternehmen)",A,I,,0,f
7019,"Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens aus verbundenen Unternehmen",A,I,,0,f
7020,"Zins- und Dividendenerträge",A,I,,0,f
7030,"Erhaltene Ausgleichszahlungen (als außenstehender Aktionär)",A,I,,0,f
7100,"Sonstige Zinsen und änliche Erträge",A,I,,0,f
7103,"Erträge aus Anteilen an Kapitalgesellschaften (Umlaufvermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG9)",A,I,,0,f
7104,"Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG9)",A,I,,0,f
7105,"Zinserträge § 233a AO, steuerpflichtig",A,I,,0,f
7106,"Zinserträge § 233a AO, steuerfrei (Anlage GK KSt)",A,I,,0,f
7107,"Zinserträge § 233a AO und § 4 Abs. 5b EStG, steuerfrei",A,I,,0,f
7109,"Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen",A,I,,0,f
7110,"Sonstige Zinserträge",A,I,,0,f
7115,"Erträge aus anderen Wertpapieren und Ausleihungen des Umlaufvermögens",A,I,,0,f
7119,"Sonstige Zinserträge aus verbundenen Unternehmen",A,I,,0,f
7120,"Zinsähnliche Erträge",A,I,,0,f
7129,"Zinsähnliche Erträge aus verbundenen Unternehmen",A,I,,0,f
7130,Diskonterträge,A,I,,0,f
7140,"Steuerfreie Zinserträge aus der Abzinsung von Rückstellungen",A,I,,0,f
7141,"Zinserträge aus der Abzinsung von auf Rentenverpflichtungen beruhenden Verbindlichkeiten, für die eine Gegenleistung nicht mehr zu erwarten ist8)",A,I,,0,f
7142,"Zinserträge aus der Abzinsung von Rückstellungen",A,I,,0,f
7143,"Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen",A,I,,0,f
7144,"Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen zur Verrechnung nach § 246 Abs. 2 HGB",A,I,,0,f
7145,"Erträge aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB Erträge aus Verlustübernahme und auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne",A,I,,0,f
7190,"Erträge aus Verlustübernahme",A,I,,0,f
7192,"Erhaltene Gewinne auf Grund einer Gewinngemeinschaft",A,I,,0,f
7194,"Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags",A,I,,0,f
7200,"Abschreibungen auf Finanzanlagen (dauerhaft)",A,E,,0,f
7201,"Abschreibungen auf Finanzanlagen (nicht dauerhaft)",A,E,,0,f
7204,"Abschreibungen auf Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG (dauerhaft)9)",A,E,,0,f
7207,"Abschreibungen auf Finanzanlagen - verbundene Unternehmen",A,E,,0,f
7208,"Aufwendungen auf Grund von Verlustanteilen an gewerblichen und selbständigen Mitunternehmerschaften, § 8 GewStG bzw. § 18 EStG23)",A,E,,0,f
7210,"Abschreibungen auf Wertpapiere des Umlaufvermögens",A,E,,0,f
7214,"Abschreibungen auf Wertpapiere des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG9)",A,E,,0,f
7217,"Abschreibungen auf Wertpapiere des Umlaufvermögens - verbundene Unternehmen",A,E,,0,f
7250,"Abschreibungen auf Finanzanlagen auf Grund § 6b EStG-Rücklage",A,E,,0,f
7255,"Abschreibungen auf Finanzanlagen auf Grund § 6b EStG-Rücklage, § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG9) Zinsen und ähnliche Aufwendungen",A,E,,0,f
