accno,description,charttype,category,link,taxkey,datevautomatik
4610,"Entnahme (Waren) d. Unternehmer f. Zwecke außerh. des Untern. 7% USt",A,I,AR_amount,2,t
4616,"Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 7 % USt",A,I,AR_amount,2,t
4619,"Entnahme (Waren) d. Unternehmer f. Zwecke außerh. des Untern. o. USt",A,I,,0,f
4620,"Entnahme (Waren) d. Unternehmer f. Zwecke außerh. des Untern. 19% USt",A,I,AR_amount,3,t
4630,"Verwendung v.Gegenst.f.Zwecke außerhalb d.Unternehmens 7% USt.",A,I,AR_amount,2,t
4636,"Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt",A,I,AR_amount,2,t
4637,"Verwendung v.Gegenständen f.Zwecke außerhalb d.Untern.o.USt.",A,I,,0,f
4638,"Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (TelefonNutzung)",A,I,,0,f
4639,"Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (FahrzeugNutzung)",A,I,,0,f
4640,"Verw. v. Gegenst. f. Zwecke außerh. des Untern. 19% USt",A,I,,3,t
4645,"Verw. v. Gegenst. f. Zwecke außerh. des Untern. 19% USt (Kfz-Nutzung)",A,I,,0,t
4646,"Verw. v. Gegenst. f. Zwecke außerh. des Untern. 19% USt (Tel-Nutzung)",A,I,,0,t
4650,"Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt",A,I,AR_amount,2,t
4656,"Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt",A,I,AR_amount,2,t
4659,"Unentgeltliche Erbringung einer sonstigen Leistung ohne USt",A,I,,0,f
4660,"Unentgeltl. Erbringung sonst. Leist. 19% USt",A,I,AR_amount,3,t
4670,"Unentgeltl. Zuwend. Waren 19% USt",A,I,,2,t
4676,"Unentgeltliche Zuwendung von Waren 7 % USt",A,I,AR_amount,2,t
4679,"Unentgeltl. Zuwend. Waren o. USt",A,I,,0,f
4680,"Unentgeltl.Zuw.v Waren 16%/19% Ust",A,I,,3,t
4686,"Unentgeltl. Zuwend. Gegenst. 19% USt",A,I,AR_amount,3,t
4689,"Unentgeltl. Zuwend. Gegenst. o. USt",A,I,,0,f
4690,"Nicht steuerbare Umsätze (Innenumsätze)",A,I,,0,f
4695,Umsatzsteuervergütungen,A,I,,0,f
4699,"Direkt mit dem Umsatz verbundene Steuern",A,I,,0,f
4700,Erlösschmälerungen,A,I,,0,f
4701,"Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG",A,I,,0,f
4702,"Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2 bis 7 UStG",A,I,,0,f
4703,"Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug",A,I,,0,f
4704,"Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug",A,I,,0,f
4705,"Erlösschmälerungen aus steuerfreien Umsätzen § 4 Nr. 1a UStG",A,I,,0,f
4706,"Erlösschmälerungen für steuerfreie innergemeinschaftliche Dreiecksgeschäfte nach § 25b Abs. 2 und 4 UStG",A,I,,0,f
4707,"Erlösschmälerungen für steuerfreie Umsätze nach § 19 Abs. 1 UStG1)",A,I,,0,f
4708,"Erlösschmälerungen für Umsätze nach § 25 UStG 19 % USt1)",A,I,,0,f
4709,"Erlösschmälerungen für Umsätze nach § 25a UStG 19 % USt1)",A,I,,0,f
4710,"Erlösschmälerung 7% USt.",A,I,,2,t
4719,"Erlösschmälerungen 0 % USt",A,I,,0,f
4720,"Erlösschmälerung 19% USt.",A,I,,3,t
4723,"Erlösschmälerung 16%/19% USt.",A,I,,5,t
4724,"Erlösschmälerungen aus steuerfreien innergemeinschaftlichen Lieferungen",A,I,,0,f
4725,"Erlösschmäler aus im inl. Stpflcht. EG-Lieferungen 7%USt",A,I,,12,t
4726,"Erlösschmäler aus im inl. Stpflcht. EG-Lieferungen 19% USt",A,I,,13,t
4727,"Erlösschmäler. im and. EG-land Stpflchtg. Lieferungen",A,I,,0,f
4729,"Erlösschmäler. aus im inl. Stpflcht. EG-Lieferungen 16%/19% USt",A,I,,0,f
4731,"Gewährte Skonti 7% USt",A,I,AR_paid,2,t
4732,"Gewährte Skonti 5 % USt",A,I,AR_paid,2,t
4735,"Gewährte Skonti 16%",A,I,AR_paid,5,f
4736,"Gewährte Skonti 19% USt",A,I,AR_paid,3,f
4750,"Gewährte Boni 7% USt",A,E,AR_paid,2,t
4760,"Gewährte Boni 19% USt",A,E,AR_paid,3,t
4762,"Gewährte Boni 16%/19% USt",A,E,AR_paid,5,t
4769,"Gewährte Boni",A,I,,0,f
4770,"Gewährte Rabatte",A,I,,0,f
4780,"Gewährte Rabatte 7% USt",A,E,AR_paid,2,t
4790,"Gewährte Rabatte 19% USt",A,E,AR_paid,3,t
4792,"Gewährte Rabatte 16%/19% USt",A,E,AR_paid,5,t
4800,"Bestandsveränd. fert. Erzeugnisse",A,E,,0,f
4810,"Bestandsveränd. unfert. Erzeugnisse",A,E,,0,f
4815,"Bestandsveränd. unfert. Leistungen",A,E,,0,f
4816,"Bestandsveränderungen in Ausführung befindlicher Bauaufträge",A,I,,0,f
4818,"Bestandsveränderungen in Arbeit befindlicher Aufträge Andere aktivierte Eigenleistungen",A,I,,0,f
4820,And.aktiv.Eigenleistungen,A,E,,0,f
4824,"Aktivierte Eigenleistungen (den Herstellungskosten zurechenbare Fremdkapitalzinsen)",A,I,,0,f
4825,"Aktivierte Eigenleistungen zur Erstellung von selbst geschaffenen immateriellen Vermögensgegenständen Sonstige betriebliche Erträge",A,I,,0,f
4830,"Sonstige betrbl. Erträge",A,I,,3,f
4832,"Sonstige betriebliche Erträge von verbundenen Unternehmen",A,I,,0,f
4833,"Andere Nebenerlöse",A,I,,0,f
4834,"Sonstige Erträge betrieblich und regelmäßig 16 % USt",A,I,,0,f
4835,"Sonstige Erlöse betriebl.u.regelmäß",A,I,AR_amount,3,f
4836,"Sonstige Erträge betrieblich und regelmäßig 19 % USt",A,I,AR_amount,3,t
4837,"Sonstige Erträge betrfremd und regelm.",A,I,,0,f
4838,"Erstattete Vorsteuer anderer Länder",A,I,,0,f
4839,"Sonstige Erträge unregelmäßig",A,I,,0,f
4840,"Erträge aus Kursdifferenzen",A,I,AR_paid:AP_paid,0,f
4841,"Sonstige Erträge betrieblich und regelmäßig, steuerfrei § 4 Nr. 8 ff. UStG",A,I,,0,f
4842,"Sonstige betriebliche Erträge, steuerfrei z. B. § 4 Nr. 2 bis 7 UStG",A,I,,0,f
4843,"Erträge aus Bewertung Finanzmittelfonds",A,I,,0,f
4844,"Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn)",A,I,,0,f
4845,"Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchgewinn)",A,I,AR_amount,3,t
4847,"Erträge aus der Währungsumrechnung (nicht § 256a HGB)",A,I,,0,f
4848,"Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn)",A,I,,0,f
4849,"Erlöse aus Verk. Sachanl.verm. (bei Buchgewinn)",A,I,AR_amount,3,f
4850,"Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchgewinn)",A,I,,0,f
4851,"Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn)",A,I,,0,f
4852,"Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn)9)",A,I,,0,f
4855,"Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn)",A,I,,0,f
4856,"Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn)",A,I,,0,f
4857,"Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn)",A,I,,0,f
4858,"Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (Restbuchwert bei Buchgewinn)9)",A,I,,0,f
4860,Grundstückserträge,A,I,,3,f
4861,"Erlöse aus Vermietung und Verpachtung, umsatzsteuerfrei § 4 Nr. 12 UStG",A,I,,0,f
4862,"Erlöse aus Vermietung und Verpachtung 19 % USt",A,I,AR_amount,3,t
4865,"Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens 19 % USt für § 4 Abs. 3 Satz 4 EStG",A,I,AR_amount,3,t
4866,"Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 Satz 4 EStG",A,I,,0,f
4867,"Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 Satz 4 EStG, § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG9)",A,I,,0,f
4869,"Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG",A,I,,0,f
4900,"Erträge Abgang Gegst. d. Anlageverm.",A,I,,0,f
4904,"Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG (Buchwert bei Buchgewinn9)",A,I,,0,f
4905,"Erträge Abgang Gegst. d. Umlaufverm.",A,I,,0,f
4906,"Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG9)",A,I,,0,f
4910,"Erträge Zuschreibung d. Sachanl.verm.",A,I,,0,f
4911,"Erträge aus Zuschreibungen des immateriellen Anlagevermögens",A,I,,0,f
4912,"Erträge aus Zuschreibungen des Finanzanlagevermögens",A,I,,0,f
4913,"Erträge aus Zuschreibungen des Finanzanlagevermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG9)",A,I,,0,f
4914,"Erträge aus Zuschreibungen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG9)",A,I,,0,f
4915,"Erträge Zuschreibung d. Umlaufverm.",A,I,,0,f
4916,"Erträge aus Zuschreibungen des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG9)",A,I,,0,f
4920,"Erträge d. Herabs. Pauschwber. zu Forderungen",A,I,,0,f
4923,"Erträge aus der Herabsetzung der Einzelwertberichtigung auf Forderungen",A,I,,0,f
4925,"Erträge aus abgeschriebenen Forderungen",A,I,,0,f
4927,"Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 3 EStG",A,I,,0,f
4928,"Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 10 EStG",A,I,,0,f
4929,"Erträge aus der Auflösung der Rücklage für Ersatzbeschaffung, R 6.6 EStR",A,I,,0,f
4930,"Erträge aus Auflösung von Rückstellungen",A,I,,0,f
4932,"Erträge aus der Herabsetzung von Verbindlichkeiten",A,I,,0,f
4934,"Erträge a.d.Auflösung v.SoPo m.Rücklageant.(Exitenzgründungszusch.)",A,I,,0,f
4935,"Erträge aus der Auflösung sonstiger steuerlicher Rücklagen",A,I,,0,f
4937,"Erträge aus der Auflösung steuerrechtlicher Sonderabschreibungen",A,I,,0,f
4938,"Erträge aus der Auflösung einer steuerlichen Rücklage nach § 4g EStG",A,I,,0,f
4939,"Erträge aus Auflösung SoPo mit Rücklagenanteil (AnsparAfA)",A,I,,0,f
4940,"Verrechnete sonstige Sachbezüge (keine Waren)",A,I,,0,f
4941,"Sachbezüge 7% USt (Waren)",A,I,AR_amount,2,t
4945,"Sachbezüge 19% Ust (Waren)",A,I,AR_amount,3,t
4946,"Verrechnete sons. Sachbezüge",A,I,AR_amount,0,f
4947,"Verrechnete sonstige Sachbezüge aus Fahrzeug-Gestellung 19 % USt",A,I,AR_amount,3,t
4948,"Verrechnete sonstige Sachbezüge 19 % USt",A,I,AR_amount,3,t
4949,"Verrechnete sonstige Sachbezüge ohne Umsatzsteuer",A,I,,0,f
4960,"Periodenfremde Erträge nicht außero",A,I,,0,f
4970,Versicherungsentschädigungen,A,I,,0,f
4972,"Erstattungen Aufwendungsausgleichsgesetz",A,I,,0,f
4975,"Investitionszuschüsse (steuerpflichtig)",A,I,,0,f
4980,"Investitionszulagen (steuerfrei)",A,I,,0,f
4981,"Steuerfr.Erträge a.d.Auflös.v.SoPo m.Rücklageanteil",A,I,,0,f
4982,"Sonst.steuerfreie Betriebseinnahmen",A,I,,0,f
4987,"Erträge aus der Aktivierung unentgeltlich erworbener Vermögensgegenstände",A,I,,0,f
4989,"Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre",A,I,,0,f
4992,"Erträge aus Verwaltungskostenumlagen",A,I,,0,f
5000,"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren",A,E,,0,f
5100,"Einkauf Roh-, Hilfs- und Betriebsstoffe",A,E,,0,f
5110,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,E,AP_amount,8,t
5129,"Einkauf Roh-, Hilfs- und Betriebsstoffe ohne Vorsteuerabzug",A,E,,0,f
5130,"Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,E,AP_amount,9,t
5160,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5162,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5166,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5167,"Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5170,"Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer",A,E,,0,f
5171,"Einkauf Roh-, Hilfs- und Betriebsstoffe 7,8 % Vorsteuer8)",A,E,,0,f
5175,"Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5176,"Einkauf Roh-, Hilfs- und Betriebsstoffe aus einem USt-Lager § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5189,"Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5190,"Energiestoffe (Fert.)",A,E,IC,9,f
5191,"Energiestoffe (Fertigung) 7 % Vorsteuer",A,E,AP_amount,8,t
5192,"Energiestoffe (Fertigung) 19 % Vorsteuer",A,E,AP_amount,9,t
5200,Wareneingang,A,E,,0,f
5300,"Wareneingang 7% Vorsteuer",A,E,AP_amount:IC_cogs,8,t
5347,"Wareneingang 7 % Vorsteuer",A,E,AP_amount,8,t
5349,"Wareneingang ohne Vorsteuerabzug",A,E,,0,f
5400,"Wareneingang 19% Vorsteuer",A,E,AP_amount:IC_cogs,9,t
5418,"Wareneingang 19 % Vorsteuer",A,E,AP_amount,9,t
5420,"Innergemein.Erwerb 7% VorSt u. Ust",A,E,AP_amount:IC_cogs,18,t
5425,"Innergem.Erwerb 19% VorSt u. Ust",A,E,AP_amount:IC_cogs,19,t
5430,"Innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5435,"Innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5440,"Innergem.Erwerb v.Neufahrz.v.Lief.o.USt-IdNr. 19%VSt.u.19%USt.",A,E,AP_amount:IC_cogs,19,t
5505,"Wareneingang 5,5 % Vorsteuer",A,E,,0,f
5540,"Wareneingang zum Durchschnittssatz nach § 24 UStG 7,8 % Vorsteuer8)",A,E,,0,f
5550,"Steuerfreier innergem.Erwerb",A,E,AP_amount:IC_cogs,0,f
5551,"Wareneingang im Drittland steuerbar",A,E,,0,f
5552,"Erwerb 1. Abnehmer innerhalb eines Dreiecksgeschäftes",A,E,,0,f
5553,"Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5558,"Wareneingang im anderen EU-Land steuerbar",A,E,,0,f
5559,"Steuerfreie Einfuhren",A,E,AP_amount:IC_cogs,0,f
5560,"Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5565,"Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5580,"Wareneinkauf z.allg.Umsatzsteuersatz (EÜR)",A,E,,0,f
5581,"Wareneinkauf z.erm.Umsatzsteuersatz(EÜR)",A,E,,0,f
5582,"Wareneinkauf ohne Vorsteuerabzug(EÜR)",A,E,,0,f
5589,"Gegenkto.3580-3582 b.Aufteilung d.WE n.Steuersätzen(EüR)",A,E,,0,f
5600,"Nicht abziehbare Vorsteuer",A,E,,0,f
5610,"Nicht abziehb.Vorsteuer 7%",A,E,,0,f
5660,"Nicht abziehb.Vorsteuer 19%",A,E,,0,f
5700,Nachlässe,A,I,,0,f
5701,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,I,,0,f
5710,"Nachlässe 7 % Vorsteuer",A,I,AP_amount,8,t
5714,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,I,AP_amount,8,t
5715,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,I,AP_amount,9,t
5717,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,I,AP_amount,8,t
5718,"Nachlässe aus Einkauf Roh-, Hilfs- und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,I,AP_amount,9,t
5720,"Nachlässe 19 % Vorsteuer",A,I,AP_amount,9,t
5724,"Nachlässe aus innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,I,AP_amount,8,t
5725,"Nachlässe aus innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,I,AP_amount,9,t
5730,"Erhaltene Skonti",A,I,,0,f
5731,"Erhaltene Skonti 7% Vorsteuer",A,E,AP_paid,8,t
5732,"Erhaltene Skonti 5 % Vorsteuer",A,E,AP_paid,8,t
5733,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,I,,0,f
5734,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,I,AP_amount,8,t
5735,"Erhaltene Skonti 16%/19% Vorsteuer",A,E,AP_paid,7,t
5736,"Erhaltene Skonti 19% Vorsteuer",A,I,AP_paid,9,t
5738,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,I,AP_amount,9,t
5741,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,I,AP_amount,9,t
5743,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,I,AP_amount,8,t
5744,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb",A,I,,0,f
5745,"Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb",A,I,,0,f
5746,"Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer",A,I,AP_amount,8,t
5748,"Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer",A,I,AP_amount,9,t
5750,"Erhaltene Boni 7% Vorsteuer",A,I,AP_paid,8,t
5753,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,I,,0,f
5754,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,I,AP_amount,8,t
5755,"Erhaltene Boni aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,I,AP_amount,9,t
5760,"Erhaltene Boni 19% Vorsteuer",A,I,AP_paid,9,t
5764,"Erhaltene Boni 16%/19% Vorsteuer",A,I,AP_paid,7,t
5769,"Erhaltene Boni",A,I,,0,f
5770,"Erhaltene Rabatte",A,I,,0,f
5780,"Erhaltene Rabatte 7% Vorsteuer",A,I,AP_paid,8,t
5783,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe",A,I,,0,f
5784,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 7 % Vorsteuer",A,I,AP_amount,8,t
5785,"Erhaltene Rabatte aus Einkauf Roh-, Hilfs- und Betriebsstoffe 19 % Vorsteuer",A,I,AP_amount,9,t
5787,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 9,0 % Vorsteuer11)",A,I,,0,f
5790,"Erhaltene Rabatte 19% Vorsteuer",A,I,AP_paid,9,t
5792,"Erhaltene Skonti aus Erwerb Roh-, Hilfs- und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer11)",A,I,AP_amount,9,t
5793,"Erhaltene Skonti aus Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer",A,I,AP_amount,9,t
5794,"Erhaltene Rabatte 16%/19% Vorsteuer",A,I,AP_paid,7,t
5795,"Erhaltene Skonti 9,0 % Vorsteuer11)",A,I,,0,f
5798,"Erhaltene Skonti aus Einkauf Roh-, Hilfs- und Betriebsstoffe 5,5 % Vorsteuer",A,I,,0,f
5800,Bezugsnebenkosten,A,E,AP_amount:IC_cogs:IC_expense,0,f
5820,Leergut,A,E,AP_amount:IC_cogs,0,f
5840,"Zölle und Einfuhrabgaben",A,E,AP_amount:IC_cogs,0,f
5860,"Verrechnete Stoffkosten (GegenKto 5000-99)",A,E,IC_cogs,0,f
5880,"Bestandsveränd. Roh-, Hilfs-,  Betriebsstoffe/Waren",A,E,,0,f
5881,"Bestandsveränderungen Waren",A,E,,0,f
5885,"Bestandsveränderungen Roh-, Hilfs- und Betriebsstoffe Aufwendungen für bezogene Leistungen",A,E,,0,f
5900,Fremdleistungen,A,E,AP_amount,9,f
5906,"Fremdleistungen 19 % Vorsteuer",A,E,AP_amount,9,t
5908,"Fremdleistungen 7 % Vorsteuer",A,E,AP_amount,8,t
5909,"Fremdleistungen ohne Vorsteuer Umsätze, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird",A,E,,0,f
5910,"Bauleistungen eines im Inland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5913,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5915,"Leist.v.ausländ.Untern. 7% VSt.u.7%USt.",A,E,AP_amount,18,t
5920,"Bauleistungen eines im Inland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5923,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5925,"Leist.v.ausländ.Untern. 19% VSt.u.19%USt.",A,E,AP_amount,19,t
5930,"Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5933,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5935,"Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer",A,E,AP_amount,8,t
5940,"Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5943,"Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5945,"Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5950,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird",A,E,,0,f
5951,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19 % Vorsteuer und 19 % Umsatzsteuer",A,E,AP_amount,9,t
5953,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer",A,E,,0,f
5954,"Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit 19 % Umsatzsteuer",A,E,AP_amount,9,t
5960,"Leistungen nach § 13b UStG mit Vorsteuerabzug21)",A,E,,0,f
5965,"Leistungen nach § 13b UStG ohne Vorsteuerabzug21)",A,E,,0,f
5970,"Fremdleistungen (Miet- und Pachtzinsen bewegliche Wirtschaftsgüter)",A,E,,0,f
5975,"Fremdleistungen (Miet- und Pachtzinsen unbewegliche Wirtschaftsgüter)",A,E,,0,f
5980,"Fremdleistungen (Entgelte für Rechte und Lizenzen)",A,E,,0,f
5985,"Fremdleistungen (Vergütungen für die Überlassung von Wirtschaftsgütern - mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6000,"Löhne und Gehälter",A,E,,0,f
6010,Löhne,A,E,,0,f
6020,Gehälter,A,E,,0,f
6024,"Geschäftsführergehälter der GmbH-Gesellschafter",A,E,,0,f
6026,Tantiemen,A,E,,0,f
6027,Geschäftsführergehälter,A,E,,0,f
6028,"Vergütungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6029,"Tantiemen Arbeitnehmer",A,E,,0,f
6030,Aushilfslöhne,A,E,,0,f
6035,"Löhne für Minijobs",A,E,,0,f
6036,"Pauschale Steuer für Minijobber",A,E,,0,f
6037,"Pauschale Steuer für Gesellschafter-Geschäftsführer",A,E,,0,f
6038,"Pauschale Steuer für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6039,"Pauschale Steuer für Arbeitnehmer",A,E,,0,f
6040,"Pauschale Steuer für Aushilfen",A,E,,0,f
6045,Bedienungsgelder,A,E,,0,f
6050,Ehegattengehalt,A,E,,0,f
6060,"Freiwillige sozi.Aufw.lohnsteuerpflichtig.",A,E,,0,f
6066,"Freiwillige Zuwendungen an Minijobber",A,E,,0,f
6067,"Freiwillige Zuwendungen an Gesellschafter-Geschäftsführer",A,E,,0,f
6068,"Freiwillige Zuwendungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend)",A,E,,0,f
6069,"Pauschale Steuer auf sonst. Bezüge (z.B. Fahrtkostenzuschuss)",A,E,,0,f
